# Official 通用规范汉字 readings from mozillazg/pinyin-data kTGHZ2013
# Frequency copied from the character unigram so alternate readings stay typeable.
feng	80	唪
feng	80	浲
feng	67	锋
feng	33	丰
feng	26	枫
feng	12	烽
feng	8	沣
feng	6	砜
feng	1	崶
feng	1	沨
feng	1	葑
feng	1	赗
feng	1	酆
fo	1207	佛
fou	315	否
fou	5	缶
fu	4241	副
fu	3090	付
fu	1691	弗
fu	1650	夫
fu	1479	福
fu	1456	扶
fu	1306	芙
fu	1289	砆
fu	906	服
fu	642	负
fu	513	腹
fu	475	父
fu	397	幅
fu	391	富
fu	311	伏
fu	268	符
fu	267	府
fu	223	浮
fu	203	赴
fu	196	甫
fu	180	敷
fu	178	辅
fu	171	覆
fu	169	附
fu	162	氟
fu	104	复
fu	87	缚
fu	80	佛
fu	80	垺
fu	80	宓
fu	80	怫
fu	80	拂
fu	80	拊
fu	80	榑
fu	80	涪
fu	80	祓
fu	80	脯
fu	80	芣
fu	80	芾
fu	80	苻
fu	80	茀
fu	80	莩
fu	80	鄜
fu	80	馥
fu	73	俘
fu	64	赋
fu	63	斧
fu	52	袱
fu	49	腐
fu	44	傅
fu	43	蝠
fu	42	阜
fu	37	俯
fu	33	釜
fu	30	腑
fu	29	妇
fu	25	滏
fu	23	抚
fu	23	菔
fu	22	孚
fu	17	匐
fu	17	孵
fu	13	桴
fu	11	凫
fu	10	玞
fu	8	麸
fu	7	肤
fu	6	洑
fu	6	辐
